	ensg	entrez_v99	gene_name_v99	ensg_v99
1035	ENSG00000116819	339488	TFAP2E	ENSG00000116819.8
1036	ENSG00000116863	54936	ADPRHL2	ENSG00000116863.11
1037	ENSG00000116871	55700	MAP7D1	ENSG00000116871.15
1038	ENSG00000116885	127700	OSCP1	ENSG00000116885.18
1039	ENSG00000116898	64960	MRPS15	ENSG00000116898.12
1040	ENSG00000116922	54955	C1orf109	ENSG00000116922.14
1041	ENSG00000116954	64121	RRAGC	ENSG00000116954.8
1042	ENSG00000116981	84618	NT5C1A	ENSG00000116981.3
1043	ENSG00000116983	51440	HPCAL4	ENSG00000116983.13
1044	ENSG00000116985	656	BMP8B	ENSG00000116985.12
1045	ENSG00000116990	4610	MYCL	ENSG00000116990.11
1046	ENSG00000117000	6018	RLF	ENSG00000117000.9
1047	ENSG00000117010	127396	ZNF684	ENSG00000117010.17
1048	ENSG00000117013	9132	KCNQ4	ENSG00000117013.17
1049	ENSG00000117016	9783	RIMS3	ENSG00000117016.10
1050	ENSG00000117385	64175	P3H1	ENSG00000117385.16
1051	ENSG00000117394	6513	SLC2A1	ENSG00000117394.23
1052	ENSG00000117395	10969	EBNA1BP2	ENSG00000117395.12
1053	ENSG00000117399	991	CDC20	ENSG00000117399.14
1054	ENSG00000117400	4352	MPL	ENSG00000117400.18
1055	ENSG00000117407	9048	ARTN	ENSG00000117407.17
1056	ENSG00000117408	9670	IPO13	ENSG00000117408.11
1057	ENSG00000117410	533	ATP6V0B	ENSG00000117410.14
1058	ENSG00000117411	8704	B4GALT2	ENSG00000117411.16
1059	ENSG00000117419	79033	ERI3	ENSG00000117419.16
1060	ENSG00000117425	8643	PTCH2	ENSG00000117425.14
1061	ENSG00000117448	10327	AKR1A1	ENSG00000117448.13
1062	ENSG00000117450	5052	PRDX1	ENSG00000117450.14
1063	ENSG00000119535	1441	CSF3R	ENSG00000119535.17
1064	ENSG00000121753	576	ADGRB2	ENSG00000121753.12
1065	ENSG00000121764	3061	HCRTR1	ENSG00000121764.11
1066	ENSG00000121766	51538	ZCCHC17	ENSG00000121766.15
1067	ENSG00000121769	2170	FABP3	ENSG00000121769.8
1068	ENSG00000121774	10657	KHDRBS1	ENSG00000121774.18
1069	ENSG00000121775	55116	TMEM39B	ENSG00000121775.18
1070	ENSG00000121900	113452	TMEM54	ENSG00000121900.19
1071	ENSG00000121903	7579	ZSCAN20	ENSG00000121903.14
1072	ENSG00000121904	114784	CSMD2	ENSG00000121904.17
1073	ENSG00000121905	3208	HPCA	ENSG00000121905.10
1074	ENSG00000126067	5690	PSMB2	ENSG00000126067.12
1075	ENSG00000126070	192669	AGO3	ENSG00000126070.20
1076	ENSG00000126088	7389	UROD	ENSG00000126088.14
1077	ENSG00000126091	6487	ST3GAL3	ENSG00000126091.20
1078	ENSG00000126106	79639	TMEM53	ENSG00000126106.14
1079	ENSG00000126107	79654	HECTD3	ENSG00000126107.15
1080	ENSG00000127124	59269	HIVEP3	ENSG00000127124.16
1081	ENSG00000127125	79717	PPCS	ENSG00000127125.9
1082	ENSG00000127129	1907	EDN2	ENSG00000127129.10
1083	ENSG00000127603	23499	MACF1	ENSG00000127603.28
1084	ENSG00000127603	643314	MACF1	ENSG00000127603.28
1085	ENSG00000131233	81025	GJA9	ENSG00000131233.10
1086	ENSG00000131236	10487	CAP1	ENSG00000131236.17
1087	ENSG00000131238	5538	PPT1	ENSG00000131238.17
1088	ENSG00000132763	25974	MMACHC	ENSG00000132763.15
1089	ENSG00000132768	1802	DPH2	ENSG00000132768.14
1090	ENSG00000132773	114034	TOE1	ENSG00000132773.12
1091	ENSG00000132780	4678	NASP	ENSG00000132780.17
1092	ENSG00000132781	4595	MUTYH	ENSG00000132781.18
1093	ENSG00000134644	9698	PUM1	ENSG00000134644.15
1094	ENSG00000134668	90853	SPOCD1	ENSG00000134668.12
1095	ENSG00000134684	8565	YARS1	ENSG00000134684.10
1096	ENSG00000134686	1912	PHC2	ENSG00000134686.18
1097	ENSG00000134690	55143	CDCA8	ENSG00000134690.11
1098	ENSG00000134697	29889	GNL2	ENSG00000134697.13
1099	ENSG00000134698	192670	AGO4	ENSG00000134698.11
1100	ENSG00000142686	127703	C1orf216	ENSG00000142686.8
1101	ENSG00000142687	79932	KIAA0319L	ENSG00000142687.18
1102	ENSG00000142694	55194	EVA1B	ENSG00000142694.6
1103	ENSG00000142698	84970	C1orf94	ENSG00000142698.15
1104	ENSG00000142910	64129	TINAGL1	ENSG00000142910.16
1105	ENSG00000142920	113451	AZIN2	ENSG00000142920.17
1106	ENSG00000142937	6202	RPS8	ENSG00000142937.12
1107	ENSG00000142945	11004	KIF2C	ENSG00000142945.13
1108	ENSG00000142949	5792	PTPRF	ENSG00000142949.17
1109	ENSG00000142959	266675	BEST4	ENSG00000142959.5
1110	ENSG00000146463	9202	ZMYM4	ENSG00000146463.12
1111	ENSG00000158315	54933	RHBDL2	ENSG00000158315.11
1112	ENSG00000159214	149473	CCDC24	ENSG00000159214.13
1113	ENSG00000159479	112950	MED8	ENSG00000159479.17
1114	ENSG00000159588	149483	CCDC17	ENSG00000159588.15
1115	ENSG00000160050	79140	CCDC28B	ENSG00000160050.14
1116	ENSG00000160051	55721	IQCC	ENSG00000160051.11
1117	ENSG00000160055	56063	TMEM234	ENSG00000160055.19
1118	ENSG00000160058	55108	BSDC1	ENSG00000160058.18
1119	ENSG00000160062	653121	ZBTB8A	ENSG00000160062.15
1120	ENSG00000160094	149076	ZNF362	ENSG00000160094.15
1121	ENSG00000160097	252995	FNDC5	ENSG00000160097.18
1122	ENSG00000162415	57643	ZSWIM5	ENSG00000162415.7
1123	ENSG00000162510	4146	MATN1	ENSG00000162510.6
1124	ENSG00000162511	7805	LAPTM5	ENSG00000162511.8
1125	ENSG00000162512	9672	SDC3	ENSG00000162512.16
1126	ENSG00000162517	553115	PEF1	ENSG00000162517.13
1127	ENSG00000162520	81493	SYNC	ENSG00000162520.15
1128	ENSG00000162521	5928	RBBP4	ENSG00000162521.19
1129	ENSG00000162522	57648	KIAA1522	ENSG00000162522.11
1130	ENSG00000162526	81629	TSSK3	ENSG00000162526.7
1131	ENSG00000163866	113444	SMIM12	ENSG00000163866.9
1132	ENSG00000163867	9204	ZMYM6	ENSG00000163867.17
1133	ENSG00000163873	2899	GRIK3	ENSG00000163873.10
1134	ENSG00000163874	80149	ZC3H12A	ENSG00000163874.11
1135	ENSG00000163875	64769	MEAF6	ENSG00000163875.15
1136	ENSG00000163877	79753	SNIP1	ENSG00000163877.11
1137	ENSG00000163879	7802	DNALI1	ENSG00000163879.11
1138	ENSG00000163909	26508	HEYL	ENSG00000163909.8
1139	ENSG00000164002	64789	EXO5	ENSG00000164002.11
1140	ENSG00000164007	149461	CLDN19	ENSG00000164007.11
1141	ENSG00000164008	79078	C1orf50	ENSG00000164008.16
1142	ENSG00000164010	114625	ERMAP	ENSG00000164010.15
1143	ENSG00000164011	51058	ZNF691	ENSG00000164011.18
1144	ENSG00000168389	84879	MFSD2A	ENSG00000168389.17
1145	ENSG00000168528	347735	SERINC2	ENSG00000168528.12
1146	ENSG00000168653	4725	NDUFS5	ENSG00000168653.11
1147	ENSG00000169218	284654	RSPO1	ENSG00000169218.14
1148	ENSG00000171790	200172	SLFNL1	ENSG00000171790.15
1149	ENSG00000171793	1503	CTPS1	ENSG00000171793.16
1150	ENSG00000171812	1296	COL8A2	ENSG00000171812.13
1151	ENSG00000171872	128209	KLF17	ENSG00000171872.5
1152	ENSG00000171960	10465	PPIH	ENSG00000171960.11
1153	ENSG00000173846	1263	PLK3	ENSG00000173846.13
1154	ENSG00000174574	79647	AKIRIN1	ENSG00000174574.16
1155	ENSG00000175130	65108	MARCKSL1	ENSG00000175130.7
1156	ENSG00000176256	127540	HMGB4	ENSG00000176256.10
1157	ENSG00000176261	339487	ZBTB8OS	ENSG00000176261.15
1158	ENSG00000177181	284716	RIMKLA	ENSG00000177181.15
1159	ENSG00000177868	374969	SVBP	ENSG00000177868.12
1160	ENSG00000178028	55929	DMAP1	ENSG00000178028.14
1161	ENSG00000178922	81888	HYI	ENSG00000178922.16
1162	ENSG00000179178	128218	TMEM125	ENSG00000179178.11
1163	ENSG00000179862	163732	CITED4	ENSG00000179862.7
1164	ENSG00000181817	84967	LSM10	ENSG00000181817.6
1165	ENSG00000182866	3932	LCK	ENSG00000182866.17
1166	ENSG00000183317	284656	EPHA10	ENSG00000183317.17
1167	ENSG00000183386	2275	FHL3	ENSG00000183386.10
1168	ENSG00000183431	10946	SF3A3	ENSG00000183431.12
1169	ENSG00000183520	51118	UTP11	ENSG00000183520.12
1170	ENSG00000183615	84734	FAM167B	ENSG00000183615.6
1171	ENSG00000183682	353500	BMP8A	ENSG00000183682.8
1172	ENSG00000184007	8073	PTP4A2	ENSG00000184007.21
1173	ENSG00000184389	127550	A3GALT2	ENSG00000184389.9
1174	ENSG00000185090	149175	MANEAL	ENSG00000185090.14
1175	ENSG00000185668	5453	POU3F1	ENSG00000185668.8
1177	ENSG00000186409	728621	CCDC30	ENSG00000186409.17
1178	ENSG00000186603	84842	HPDL	ENSG00000186603.6
1179	ENSG00000186973	440585	FAM183A	ENSG00000186973.11
1180	ENSG00000187147	55182	RNF220	ENSG00000187147.18
1181	ENSG00000187513	2701	GJA4	ENSG00000187513.9
1182	ENSG00000187801	65243	ZFP69B	ENSG00000187801.15
1183	ENSG00000187815	339559	ZFP69	ENSG00000187815.10
1184	ENSG00000188396	343521	TCTEX1D4	ENSG00000188396.3
1185	ENSG00000188786	4520	MTF1	ENSG00000188786.10
1186	ENSG00000188800	127391	TMCO2	ENSG00000188800.6
1187	ENSG00000188910	2707	GJB3	ENSG00000188910.8
1188	ENSG00000189280	2709	GJB5	ENSG00000189280.3
1189	ENSG00000189433	127534	GJB4	ENSG00000189433.7
1190	ENSG00000196182	83931	STK40	ENSG00000196182.10
1191	ENSG00000196449	79693	YRDC	ENSG00000196449.4
1192	ENSG00000196517	6536	SLC6A9	ENSG00000196517.12
1193	ENSG00000197056	79830	ZMYM1	ENSG00000197056.11
1194	ENSG00000197273	2980	GUCA2A	ENSG00000197273.4
1195	ENSG00000197982	127687	C1orf122	ENSG00000197982.14
1196	ENSG00000198198	23334	SZT2	ENSG00000198198.17
1197	ENSG00000198520	339541	ARMH1	ENSG00000198520.12
1198	ENSG00000198754	64064	OXCT2	ENSG00000198754.5
1199	ENSG00000198815	22887	FOXJ3	ENSG00000198815.9
1200	ENSG00000198974	407034	MIR30E	ENSG00000198974.3
1222	ENSG00000204060	100132074	FOXO6	ENSG00000204060.7
1223	ENSG00000204084	3633	INPP5B	ENSG00000204084.13
1237	ENSG00000214114	26292	MYCBP	ENSG00000214114.9
1239	ENSG00000214193	79729	SH3D21	ENSG00000214193.11
1247	ENSG00000222009	149478	BTBD19	ENSG00000222009.8
1248	ENSG00000222046	149069	DCDC2B	ENSG00000222046.2
1268	ENSG00000225828	100128071	FAM229A	ENSG00000225828.1
1380	ENSG00000243710	149465	CFAP57	ENSG00000243710.7
1381	ENSG00000243749	100506144	TMEM35B	ENSG00000243749.1
1390	ENSG00000253313	149466	C1orf210	ENSG00000253313.6
1395	ENSG00000260386	149086	LDC1P	ENSG00000260386.6
1425	ENSG00000273274	728116	ZBTB8B	ENSG00000273274.2
1427	ENSG00000274386	100129924	TMEM269	ENSG00000274386.5
1441	ENSG00000280670	126661	CCDC163	ENSG00000280670.3
1449	ENSG00000283039	105378952	KLF18	ENSG00000283039.1
1497	ENSG00000006555	55001	TTC22	ENSG00000006555.11
1498	ENSG00000021852	732	C8B	ENSG00000021852.13
1499	ENSG00000024526	55635	DEPDC1	ENSG00000024526.17
1500	ENSG00000033122	57554	LRRC7	ENSG00000033122.20
1501	ENSG00000050628	5733	PTGER3	ENSG00000050628.20
1502	ENSG00000058799	54432	YIPF1	ENSG00000058799.15
1503	ENSG00000058804	55706	NDC1	ENSG00000058804.12
1504	ENSG00000066557	55631	LRRC40	ENSG00000066557.6
1505	ENSG00000078618	4898	NRDC	ENSG00000078618.21
1506	ENSG00000079277	8569	MKNK1	ENSG00000079277.21
1507	ENSG00000079739	5236	PGM1	ENSG00000079739.17
1508	ENSG00000081870	51668	HSPB11	ENSG00000081870.11
1509	ENSG00000081985	3595	IL12RB2	ENSG00000081985.11
1510	ENSG00000085831	22996	TTC39A	ENSG00000085831.15
1511	ENSG00000085832	2060	EPS15	ENSG00000085832.17
1512	ENSG00000085840	4998	ORC1	ENSG00000085840.13
1513	ENSG00000085998	55624	POMGNT1	ENSG00000085998.14
1514	ENSG00000085999	8438	RAD54L	ENSG00000085999.13
1515	ENSG00000086015	23139	MAST2	ENSG00000086015.22
1516	ENSG00000088035	29929	ALG6	ENSG00000088035.18
1517	ENSG00000116133	1718	DHCR24	ENSG00000116133.13
1518	ENSG00000116157	2882	GPX7	ENSG00000116157.6
1519	ENSG00000116171	6342	SCP2	ENSG00000116171.18
1520	ENSG00000116205	127428	TCEANC2	ENSG00000116205.14
1521	ENSG00000116209	9528	TMEM59	ENSG00000116209.12
1522	ENSG00000116212	115353	LRRC42	ENSG00000116212.15
1523	ENSG00000116221	51253	MRPL37	ENSG00000116221.15
1524	ENSG00000116641	85440	DOCK7	ENSG00000116641.18
1526	ENSG00000116675	9829	DNAJC6	ENSG00000116675.16
1527	ENSG00000116678	3953	LEPR	ENSG00000116678.19
1528	ENSG00000116704	23169	SLC35D1	ENSG00000116704.8
1529	ENSG00000116717	1647	GADD45A	ENSG00000116717.13
1530	ENSG00000116729	79971	WLS	ENSG00000116729.14
1531	ENSG00000116745	6121	RPE65	ENSG00000116745.7
1532	ENSG00000116754	9295	SRSF11	ENSG00000116754.13
1533	ENSG00000116761	1491	CTH	ENSG00000116761.12
1534	ENSG00000117461	8503	PIK3R3	ENSG00000117461.15
1535	ENSG00000117472	10103	TSPAN1	ENSG00000117472.10
1536	ENSG00000117480	2166	FAAH	ENSG00000117480.16
1537	ENSG00000117481	387338	NSUN4	ENSG00000117481.10
1538	ENSG00000117834	200010	SLC5A9	ENSG00000117834.12
1539	ENSG00000117859	114883	OSBPL9	ENSG00000117859.19
1540	ENSG00000117862	51060	TXNDC12	ENSG00000117862.13
1541	ENSG00000118454	81573	ANKRD13C	ENSG00000118454.13
1542	ENSG00000118473	84251	SGIP1	ENSG00000118473.22
1543	ENSG00000121310	55268	ECHDC2	ENSG00000121310.17
1544	ENSG00000123080	1031	CDKN2C	ENSG00000123080.12
1545	ENSG00000123091	26994	RNF11	ENSG00000123091.5
1546	ENSG00000123472	64756	ATPAF1	ENSG00000123472.12
1547	ENSG00000123473	6491	STIL	ENSG00000123473.15
1548	ENSG00000125703	84938	ATG4C	ENSG00000125703.15
1549	ENSG00000132122	54558	SPATA6	ENSG00000132122.12
1550	ENSG00000132128	10489	LRRC41	ENSG00000132128.16
1551	ENSG00000132849	10207	PATJ	ENSG00000132849.20
1552	ENSG00000132854	163782	KANK4	ENSG00000132854.19
1553	ENSG00000132855	27329	ANGPTL3	ENSG00000132855.5
1554	ENSG00000134709	51361	HOOK1	ENSG00000134709.12
1555	ENSG00000134716	1573	CYP2J2	ENSG00000134716.11
1556	ENSG00000134717	91408	BTF3L4	ENSG00000134717.18
1557	ENSG00000134744	23318	TUT4	ENSG00000134744.14
1558	ENSG00000134748	84950	PRPF38A	ENSG00000134748.13
1559	ENSG00000142700	63950	DMRTA2	ENSG00000142700.12
1560	ENSG00000142856	23421	ITGB3BP	ENSG00000142856.16
1561	ENSG00000142864	26135	SERBP1	ENSG00000142864.14
1562	ENSG00000142961	148932	MOB3C	ENSG00000142961.14
1563	ENSG00000142973	1580	CYP4B1	ENSG00000142973.14
1564	ENSG00000143001	199964	TMEM61	ENSG00000143001.5
1565	ENSG00000143006	63948	DMRTB1	ENSG00000143006.7
1566	ENSG00000152760	200132	TCTEX1D1	ENSG00000152760.10
1567	ENSG00000152763	79819	WDR78	ENSG00000152763.17
1569	ENSG00000154222	200014	CC2D1B	ENSG00000154222.14
1570	ENSG00000157077	9372	ZFYVE9	ENSG00000157077.14
1571	ENSG00000157131	731	C8A	ENSG00000157131.11
1572	ENSG00000157184	1376	CPT2	ENSG00000157184.7
1573	ENSG00000157193	7804	LRP8	ENSG00000157193.18
1574	ENSG00000157211	200008	CDCP2	ENSG00000157211.11
1575	ENSG00000157216	23648	SSBP3	ENSG00000157216.15
1576	ENSG00000158966	57685	CACHD1	ENSG00000158966.16
1577	ENSG00000159592	60313	GPBP1L1	ENSG00000159592.11
1578	ENSG00000159596	51249	TMEM69	ENSG00000159596.7
1579	ENSG00000159658	9813	EFCAB14	ENSG00000159658.12
1580	ENSG00000162365	284541	CYP4A22	ENSG00000162365.12
1581	ENSG00000162366	10158	PDZK1IP1	ENSG00000162366.8
1582	ENSG00000162367	6886	TAL1	ENSG00000162367.11
1583	ENSG00000162368	51727	CMPK1	ENSG00000162368.13
1584	ENSG00000162373	79656	BEND5	ENSG00000162373.13
1585	ENSG00000162374	1996	ELAVL4	ENSG00000162374.17
1586	ENSG00000162377	65260	COA7	ENSG00000162377.6
1587	ENSG00000162378	79699	ZYG11B	ENSG00000162378.13
1588	ENSG00000162383	6512	SLC1A7	ENSG00000162383.12
1589	ENSG00000162384	54987	CZIB	ENSG00000162384.14
1590	ENSG00000162385	4116	MAGOH	ENSG00000162385.11
1591	ENSG00000162390	26027	ACOT11	ENSG00000162390.17
1592	ENSG00000162391	338094	FAM151A	ENSG00000162391.12
1593	ENSG00000162396	25973	PARS2	ENSG00000162396.6
1594	ENSG00000162398	163747	LEXM	ENSG00000162398.11
1595	ENSG00000162399	7809	BSND	ENSG00000162399.9
1596	ENSG00000162402	23358	USP24	ENSG00000162402.14
1597	ENSG00000162407	8613	PLPP3	ENSG00000162407.9
1598	ENSG00000162409	5563	PRKAA2	ENSG00000162409.11
1599	ENSG00000162433	205	AK4	ENSG00000162433.15
1600	ENSG00000162434	3716	JAK1	ENSG00000162434.13
1601	ENSG00000162437	55225	RAVER2	ENSG00000162437.14
1602	ENSG00000162456	148930	KNCN	ENSG00000162456.9
1603	ENSG00000162594	149233	IL23R	ENSG00000162594.16
1604	ENSG00000162595	9077	DIRAS3	ENSG00000162595.7
1605	ENSG00000162598	127795	C1orf87	ENSG00000162598.13
1606	ENSG00000162599	4774	NFIA	ENSG00000162599.17
1607	ENSG00000162600	115209	OMA1	ENSG00000162600.12
1608	ENSG00000162601	114803	MYSM1	ENSG00000162601.11
1609	ENSG00000162604	83941	TM2D1	ENSG00000162604.12
1610	ENSG00000162607	7398	USP1	ENSG00000162607.13
1611	ENSG00000169174	255738	PCSK9	ENSG00000169174.11
1612	ENSG00000169213	5865	RAB3B	ENSG00000169213.7
1613	ENSG00000171357	541468	LURAP1	ENSG00000171357.6
1614	ENSG00000172380	55970	GNG12	ENSG00000172380.6
1615	ENSG00000172410	10022	INSL5	ENSG00000172410.4
1616	ENSG00000172456	55277	FGGY	ENSG00000172456.17
1617	ENSG00000173406	1600	DAB1	ENSG00000173406.15
1618	ENSG00000173660	7388	UQCRH	ENSG00000173660.12
1619	ENSG00000174332	148979	GLIS1	ENSG00000174332.5
1620	ENSG00000174348	127435	PODN	ENSG00000174348.14
1621	ENSG00000177414	148581	UBE2U	ENSG00000177414.13
1623	ENSG00000177606	3725	JUN	ENSG00000177606.7
1624	ENSG00000182183	348378	SHISAL2A	ENSG00000182183.15
1625	ENSG00000184292	4070	TACSTD2	ENSG00000184292.7
1626	ENSG00000184313	374977	MROH7	ENSG00000184313.20
1627	ENSG00000184588	5142	PDE4B	ENSG00000184588.18
1629	ENSG00000185104	11124	FAF1	ENSG00000185104.20
1630	ENSG00000185483	4919	ROR1	ENSG00000185483.12
1632	ENSG00000186094	84871	AGBL4	ENSG00000186094.17
1633	ENSG00000186118	374973	TEX38	ENSG00000186118.9
1634	ENSG00000186160	199974	CYP4Z1	ENSG00000186160.5
1635	ENSG00000186377	260293	CYP4X1	ENSG00000186377.8
1636	ENSG00000186564	2306	FOXD2	ENSG00000186564.5
1637	ENSG00000186790	2301	FOXE3	ENSG00000186790.6
1638	ENSG00000187048	1579	CYP4A11	ENSG00000187048.13
1639	ENSG00000187140	27022	FOXD3	ENSG00000187140.6
1640	ENSG00000187889	199920	FYB2	ENSG00000187889.13
1641	ENSG00000197429	3652	IPP	ENSG00000197429.11
1642	ENSG00000197568	11147	HHLA3	ENSG00000197568.14
1643	ENSG00000197587	127343	DMBX1	ENSG00000197587.11
1644	ENSG00000198160	57708	MIER1	ENSG00000198160.14
1646	ENSG00000198841	112970	KTI12	ENSG00000198841.4
1647	ENSG00000199135	406893	MIR101-1	ENSG00000199135.1
1658	ENSG00000203963	400757	C1orf141	ENSG00000203963.11
1659	ENSG00000203965	84455	EFCAB7	ENSG00000203965.13
1660	ENSG00000203985	388633	LDLRAD1	ENSG00000203985.11
1661	ENSG00000203995	440590	ZYG11A	ENSG00000203995.10
1662	ENSG00000204006	284546	C1orf185	ENSG00000204006.10
1669	ENSG00000211452	1733	DIO1	ENSG00000211452.10
1674	ENSG00000213625	54741	LEPROT	ENSG00000213625.9
1677	ENSG00000215883	606495	CYB5RL	ENSG00000215883.10
1864	ENSG00000237424	84793	FOXD2-AS1	ENSG00000237424.1
1882	ENSG00000240563	54596	L1TD1	ENSG00000240563.2
1891	ENSG00000243725	7268	TTC4	ENSG00000243725.7
1895	ENSG00000250719	110117498	P3R3URF	ENSG00000250719.1
1928	ENSG00000269113	388630	TRABD2B	ENSG00000269113.4
1955	ENSG00000278139	110117499	AL358075.4	ENSG00000278139.1
1965	ENSG00000282881	105378696	TMEM275	ENSG00000282881.2
1995	ENSG00000016490	1179	CLCA1	ENSG00000016490.16
1996	ENSG00000016602	22802	CLCA4	ENSG00000016602.9
1997	ENSG00000023909	2730	GCLM	ENSG00000023909.10
1998	ENSG00000036549	26009	AC118549.1	ENSG00000036549.13
1999	ENSG00000055732	55283	MCOLN3	ENSG00000055732.13
2000	ENSG00000057468	4438	MSH4	ENSG00000057468.7
2001	ENSG00000060718	1301	COL11A1	ENSG00000060718.22
2002	ENSG00000065243	5586	PKN2	ENSG00000065243.20
2003	ENSG00000067208	7813	EVI5	ENSG00000067208.14
2004	ENSG00000067334	30836	DNTTIP2	ENSG00000067334.14
2005	ENSG00000069702	7049	TGFBR3	ENSG00000069702.11
2006	ENSG00000077254	23032	USP33	ENSG00000077254.14
2007	ENSG00000079335	8556	CDC14A	ENSG00000079335.20
2008	ENSG00000097033	51100	SH3GLB1	ENSG00000097033.14
2009	ENSG00000097046	8317	CDC7	ENSG00000097046.13
2010	ENSG00000097096	84144	SYDE2	ENSG00000097096.9
2011	ENSG00000099260	54873	PALMD	ENSG00000099260.11
2012	ENSG00000116783	51086	TNNI3K	ENSG00000116783.15
2013	ENSG00000116791	1429	CRYZ	ENSG00000116791.14
2014	ENSG00000117054	34	ACADM	ENSG00000117054.13
2015	ENSG00000117069	81849	ST6GALNAC5	ENSG00000117069.15
2016	ENSG00000117114	23266	ADGRL2	ENSG00000117114.19
2017	ENSG00000117133	80135	RPF1	ENSG00000117133.11
2018	ENSG00000117151	1486	CTBS	ENSG00000117151.13
2019	ENSG00000117155	117178	SSX2IP	ENSG00000117155.16
2020	ENSG00000117174	54680	ZNHIT6	ENSG00000117174.11
2021	ENSG00000117226	2635	GBP3	ENSG00000117226.12
2022	ENSG00000117228	2633	GBP1	ENSG00000117228.10
2023	ENSG00000117500	50999	TMED5	ENSG00000117500.13
2024	ENSG00000117505	1810	DR1	ENSG00000117505.13
2025	ENSG00000117519	1266	CNN3	ENSG00000117519.16
2026	ENSG00000117525	2152	F3	ENSG00000117525.14
2027	ENSG00000117528	5825	ABCD3	ENSG00000117528.14
2028	ENSG00000117543	51611	DPH5	ENSG00000117543.21
2029	ENSG00000117569	58155	PTBP2	ENSG00000117569.18
2030	ENSG00000117598	163404	PLPPR5	ENSG00000117598.13
2031	ENSG00000117600	9890	PLPPR4	ENSG00000117600.12
2032	ENSG00000117620	23443	SLC35A3	ENSG00000117620.15
2033	ENSG00000118733	118427	OLFM3	ENSG00000118733.16
2034	ENSG00000122406	6125	RPL5	ENSG00000122406.14
2035	ENSG00000122417	57489	ODF2L	ENSG00000122417.15
2036	ENSG00000122420	5737	PTGFR	ENSG00000122420.10
2037	ENSG00000122432	100505741	SPATA1	ENSG00000122432.17
2038	ENSG00000122435	54482	TRMT13	ENSG00000122435.10
2039	ENSG00000122477	127495	LRRC39	ENSG00000122477.12
2040	ENSG00000122481	25950	RWDD3	ENSG00000122481.17
2041	ENSG00000122482	84146	ZNF644	ENSG00000122482.21
2042	ENSG00000122483	343099	CCDC18	ENSG00000122483.17
2043	ENSG00000122484	79871	RPAP2	ENSG00000122484.9
2044	ENSG00000132485	9406	ZRANB2	ENSG00000132485.14
2045	ENSG00000137936	8412	BCAR3	ENSG00000137936.18
2046	ENSG00000137941	79739	TTLL7	ENSG00000137941.17
2047	ENSG00000137942	54874	FNBP1L	ENSG00000137942.16
2048	ENSG00000137944	56267	KYAT3	ENSG00000137944.18
2049	ENSG00000137947	2959	GTF2B	ENSG00000137947.12
2050	ENSG00000137948	676	BRDT	ENSG00000137948.18
2051	ENSG00000137955	5876	RABGGTB	ENSG00000137955.16
2052	ENSG00000137959	10964	IFI44L	ENSG00000137959.16
2053	ENSG00000137960	54810	GIPC2	ENSG00000137960.6
2054	ENSG00000137962	9411	ARHGAP29	ENSG00000137962.13
2055	ENSG00000137965	10561	IFI44	ENSG00000137965.11
2056	ENSG00000137968	204962	SLC44A5	ENSG00000137968.16
2058	ENSG00000137975	9635	CLCA2	ENSG00000137975.8
2059	ENSG00000137976	58511	DNASE2B	ENSG00000137976.7
2060	ENSG00000137992	1629	DBT	ENSG00000137992.14
2061	ENSG00000137996	8634	RTCA	ENSG00000137996.12
2062	ENSG00000142867	8915	BCL10	ENSG00000142867.14
2063	ENSG00000142871	3491	CCN1	ENSG00000142871.17
